week,season,analyst,position,player,rank
12,2024,Michael Fabiano,QB,Jalen Hurts,12
12,2024,Michael Fabiano,RB,Saquon Barkley,1
12,2024,Michael Fabiano,RB,Tony Pollard,2
12,2024,Michael Fabiano,RB,Christian McCaffrey,3
12,2024,Michael Fabiano,RB,Bijan Robinson,4
12,2024,Michael Fabiano,RB,Travis Etienne,5
12,2024,Michael Fabiano,RB,Rhamondre Stevenson,6
12,2024,Michael Fabiano,RB,Aaron Jones,7
12,2024,Michael Fabiano,RB,Kyren Williams,8
12,2024,Michael Fabiano,RB,Najee Harris,9
12,2024,Michael Fabiano,RB,Jonathan Taylor,10
12,2024,Michael Fabiano,RB,Josh Jacobs,11
12,2024,Michael Fabiano,RB,David Montgomery,12
12,2024,Michael Fabiano,RB,James Cook,13
12,2024,Michael Fabiano,RB,Breece Hall,14
12,2024,Michael Fabiano,RB,De'Von Achane,15
12,2024,Michael Fabiano,RB,Derrick Henry,16
12,2024,Michael Fabiano,WR,Drake London,1
12,2024,Michael Fabiano,WR,CeeDee Lamb,2
12,2024,Michael Fabiano,WR,Amon-Ra St. Brown,3
12,2024,Michael Fabiano,WR,Stefon Diggs,4
12,2024,Michael Fabiano,WR,DeVonta Smith,5
12,2024,Michael Fabiano,WR,Puka Nacua,6
12,2024,Michael Fabiano,WR,Chris Olave,7
12,2024,Michael Fabiano,WR,Tyreek Hill,8
12,2024,Michael Fabiano,WR,Keenan Allen,9
12,2024,Michael Fabiano,WR,Michael Pittman,10
12,2024,Michael Fabiano,WR,DK Metcalf,11
12,2024,Michael Fabiano,WR,Davante Adams,12
12,2024,Michael Fabiano,WR,Garrett Wilson,13
12,2024,Michael Fabiano,WR,Justin Jefferson,14
12,2024,Michael Fabiano,WR,Tee Higgins,15
12,2024,Michael Fabiano,WR,Ja'Marr Chase,16
12,2024,Michael Fabiano,TE,Mark Andrews,1
12,2024,Michael Fabiano,TE,Foster Moreau,2
12,2024,Michael Fabiano,TE,Travis Kelce,3
12,2024,Michael Fabiano,TE,Brock Bowers,4
12,2024,Michael Fabiano,TE,Dallas Goedert,5
12,2024,Michael Fabiano,TE,Isaiah Likely,6
12,2024,Michael Fabiano,TE,Jake Ferguson,7
12,2024,Michael Fabiano,TE,Sam LaPorta,8
12,2024,Michael Fabiano,TE,George Kittle,9
12,2024,Michael Fabiano,TE,Pat Freiermuth,10
12,2024,Michael Fabiano,TE,David Njoku,11
12,2024,Michael Fabiano,TE,Cole Kmet,12
12,2024,Michael Fabiano,DST,CLE DST,1
12,2024,Michael Fabiano,DST,PIT DST,2
12,2024,Michael Fabiano,DST,BUF DST,3
12,2024,Michael Fabiano,DST,NE DST,4
12,2024,Michael Fabiano,DST,BAL DST,5
12,2024,Michael Fabiano,DST,PHI DST,6
12,2024,Michael Fabiano,DST,SF DST,7
12,2024,Michael Fabiano,DST,DAL DST,8
12,2024,Michael Fabiano,DST,KC DST,9
12,2024,Michael Fabiano,DST,MIA DST,10
12,2024,Andy Behrens,QB,Justin Herbert,1
12,2024,Andy Behrens,QB,Tua Tagovailoa,2
12,2024,Andy Behrens,QB,Jordan Love,3
12,2024,Andy Behrens,QB,Brock Purdy,4
12,2024,Andy Behrens,QB,Lamar Jackson,5
12,2024,Andy Behrens,QB,Kyler Murray,6
12,2024,Andy Behrens,QB,Jalen Hurts,7
12,2024,Andy Behrens,QB,Josh Allen,8
12,2024,Andy Behrens,QB,Joe Burrow,9
12,2024,Andy Behrens,QB,Dak Prescott,10
12,2024,Andy Behrens,QB,Anthony Richardson,11
12,2024,Andy Behrens,QB,Trevor Lawrence,12
12,2024,Andy Behrens,RB,Jonathan Taylor,1
12,2024,Andy Behrens,RB,James Cook,2
12,2024,Andy Behrens,RB,Bijan Robinson,3
12,2024,Andy Behrens,RB,David Montgomery,4
12,2024,Andy Behrens,RB,Saquon Barkley,5
12,2024,Andy Behrens,RB,Rhamondre Stevenson,6
12,2024,Andy Behrens,RB,Najee Harris,7
12,2024,Andy Behrens,RB,Kyren Williams,8
12,2024,Andy Behrens,RB,Christian McCaffrey,9
12,2024,Andy Behrens,RB,Travis Etienne,10
12,2024,Andy Behrens,RB,Josh Jacobs,11
12,2024,Andy Behrens,RB,Derrick Henry,12
12,2024,Andy Behrens,RB,Breece Hall,13
12,2024,Andy Behrens,RB,De'Von Achane,14
12,2024,Andy Behrens,RB,Aaron Jones,15
12,2024,Andy Behrens,RB,Tony Pollard,16
12,2024,Andy Behrens,WR,Michael Pittman,1
12,2024,Andy Behrens,WR,Amon-Ra St. Brown,2
12,2024,Andy Behrens,WR,Keenan Allen,3
12,2024,Andy Behrens,WR,DeVonta Smith,4
12,2024,Andy Behrens,WR,Tyreek Hill,5
12,2024,Andy Behrens,WR,CeeDee Lamb,6
12,2024,Andy Behrens,WR,Chris Olave,7
12,2024,Andy Behrens,WR,Tee Higgins,8
12,2024,Andy Behrens,WR,Stefon Diggs,9
12,2024,Andy Behrens,WR,Puka Nacua,10
12,2024,Andy Behrens,WR,Garrett Wilson,11
12,2024,Andy Behrens,WR,Ja'Marr Chase,12
12,2024,Andy Behrens,WR,Drake London,13
12,2024,Andy Behrens,WR,Davante Adams,14
12,2024,Andy Behrens,WR,Justin Jefferson,15
12,2024,Andy Behrens,WR,DK Metcalf,16
12,2024,Andy Behrens,TE,Cole Kmet,1
12,2024,Andy Behrens,TE,Sam LaPorta,2
12,2024,Andy Behrens,TE,Travis Kelce,3
12,2024,Andy Behrens,TE,David Njoku,4
12,2024,Andy Behrens,TE,Foster Moreau,5
12,2024,Andy Behrens,TE,Pat Freiermuth,6
12,2024,Andy Behrens,TE,Jake Ferguson,7
12,2024,Andy Behrens,TE,Mark Andrews,8
12,2024,Andy Behrens,TE,Dallas Goedert,9
12,2024,Andy Behrens,TE,Isaiah Likely,10
12,2024,Andy Behrens,TE,George Kittle,11
12,2024,Andy Behrens,TE,Brock Bowers,12
12,2024,Andy Behrens,DST,DAL DST,1
12,2024,Andy Behrens,DST,CLE DST,2
12,2024,Andy Behrens,DST,KC DST,3
12,2024,Andy Behrens,DST,BUF DST,4
12,2024,Andy Behrens,DST,PIT DST,5
12,2024,Andy Behrens,DST,MIA DST,6
12,2024,Andy Behrens,DST,SF DST,7
12,2024,Andy Behrens,DST,BAL DST,8
12,2024,Andy Behrens,DST,NE DST,9
12,2024,Andy Behrens,DST,PHI DST,10
12,2024,Adam Rank,QB,Brock Purdy,1
12,2024,Adam Rank,QB,Anthony Richardson,2
12,2024,Adam Rank,QB,Dak Prescott,3
12,2024,Adam Rank,QB,Tua Tagovailoa,4
12,2024,Adam Rank,QB,Trevor Lawrence,5
12,2024,Adam Rank,QB,Jalen Hurts,6
12,2024,Adam Rank,QB,Josh Allen,7
12,2024,Adam Rank,QB,Joe Burrow,8
12,2024,Adam Rank,QB,Jordan Love,9
12,2024,Adam Rank,QB,Lamar Jackson,10
12,2024,Adam Rank,QB,Justin Herbert,11
12,2024,Adam Rank,QB,Kyler Murray,12
12,2024,Adam Rank,RB,Bijan Robinson,1
12,2024,Adam Rank,RB,Saquon Barkley,2
12,2024,Adam Rank,RB,Breece Hall,3
12,2024,Adam Rank,RB,Travis Etienne,4
12,2024,Adam Rank,RB,Josh Jacobs,5
12,2024,Adam Rank,RB,Jonathan Taylor,6
12,2024,Adam Rank,RB,De'Von Achane,7
12,2024,Adam Rank,RB,Rhamondre Stevenson,8
12,2024,Adam Rank,RB,Kyren Williams,9
12,2024,Adam Rank,RB,Najee Harris,10
12,2024,Adam Rank,RB,James Cook,11
12,2024,Adam Rank,RB,Derrick Henry,12
12,2024,Adam Rank,RB,David Montgomery,13
12,2024,Adam Rank,RB,Aaron Jones,14
12,2024,Adam Rank,RB,Tony Pollard,15
12,2024,Adam Rank,RB,Christian McCaffrey,16
12,2024,Adam Rank,WR,Garrett Wilson,1
12,2024,Adam Rank,WR,Davante Adams,2
12,2024,Adam Rank,WR,Keenan Allen,3
12,2024,Adam Rank,WR,Stefon Diggs,4
12,2024,Adam Rank,WR,Michael Pittman,5
12,2024,Adam Rank,WR,CeeDee Lamb,6
12,2024,Adam Rank,WR,Chris Olave,7
12,2024,Adam Rank,WR,Puka Nacua,8
12,2024,Adam Rank,WR,Drake London,9
12,2024,Adam Rank,WR,Ja'Marr Chase,10
12,2024,Adam Rank,WR,Amon-Ra St. Brown,11
12,2024,Adam Rank,WR,DK Metcalf,12
12,2024,Adam Rank,WR,Tyreek Hill,13
12,2024,Adam Rank,WR,Tee Higgins,14
12,2024,Adam Rank,WR,DeVonta Smith,15
12,2024,Adam Rank,WR,Justin Jefferson,16
12,2024,Adam Rank,TE,Jake Ferguson,1
12,2024,Adam Rank,TE,Foster Moreau,2
12,2024,Adam Rank,TE,Cole Kmet,3
12,2024,Adam Rank,TE,David Njoku,4
12,2024,Adam Rank,TE,Dallas Goedert,5
12,2024,Adam Rank,TE,Brock Bowers,6
12,2024,Adam Rank,TE,Travis Kelce,7
12,2024,Adam Rank,TE,Isaiah Likely,8
12,2024,Adam Rank,TE,Sam LaPorta,9
12,2024,Adam Rank,TE,Pat Freiermuth,10
12,2024,Adam Rank,TE,George Kittle,11
12,2024,Adam Rank,TE,Mark Andrews,12
12,2024,Adam Rank,DST,MIA DST,1
12,2024,Adam Rank,DST,KC DST,2
12,2024,Adam Rank,DST,PHI DST,3
12,2024,Adam Rank,DST,BAL DST,4
12,2024,Adam Rank,DST,PIT DST,5
12,2024,Adam Rank,DST,NE DST,6
12,2024,Adam Rank,DST,BUF DST,7
12,2024,Adam Rank,DST,CLE DST,8
12,2024,Adam Rank,DST,DAL DST,9
12,2024,Adam Rank,DST,SF DST,10
13,2024,Justin Boone,QB,Anthony Richardson,1
13,2024,Justin Boone,QB,Jordan Love,2
13,2024,Justin Boone,QB,Kyler Murray,3
13,2024,Justin Boone,QB,Dak Prescott,4
13,2024,Justin Boone,QB,Lamar Jackson,5
13,2024,Justin Boone,QB,Jalen Hurts,6
13,2024,Justin Boone,QB,Trevor Lawrence,7
13,2024,Justin Boone,QB,Josh Allen,8
13,2024,Justin Boone,QB,Joe Burrow,9
13,2024,Justin Boone,QB,Tua Tagovailoa,10
13,2024,Justin Boone,QB,Brock Purdy,11
13,2024,Justin Boone,QB,Justin Herbert,12
13,2024,Justin Boone,RB,Travis Etienne,1
13,2024,Justin Boone,RB,James Cook,2
13,2024,Justin Boone,RB,De'Von Achane,3
13,2024,Justin Boone,RB,Tony Pollard,4
13,2024,Justin Boone,RB,David Montgomery,5
13,2024,Justin Boone,RB,Aaron Jones,6
13,2024,Justin Boone,RB,Saquon Barkley,7
13,2024,Justin Boone,RB,Breece Hall,8
13,2024,Justin Boone,RB,Bijan Robinson,9
13,2024,Justin Boone,RB,Rhamondre Stevenson,10
13,2024,Justin Boone,RB,Kyren Williams,11
13,2024,Justin Boone,RB,Christian McCaffrey,12
13,2024,Justin Boone,RB,Josh Jacobs,13
13,2024,Justin Boone,RB,Derrick Henry,14
13,2024,Justin Boone,RB,Jonathan Taylor,15
13,2024,Justin Boone,RB,Najee Harris,16
13,2024,Justin Boone,WR,CeeDee Lamb,1
13,2024,Justin Boone,WR,Michael Pittman,2
13,2024,Justin Boone,WR,Tyreek Hill,3
13,2024,Justin Boone,WR,Amon-Ra St. Brown,4
13,2024,Justin Boone,WR,Tee Higgins,5
13,2024,Justin Boone,WR,Stefon Diggs,6
13,2024,Justin Boone,WR,Justin Jefferson,7
13,2024,Justin Boone,WR,DeVonta Smith,8
13,2024,Justin Boone,WR,Puka Nacua,9
13,2024,Justin Boone,WR,Chris Olave,10
13,2024,Justin Boone,WR,Drake London,11
13,2024,Justin Boone,WR,Keenan Allen,12
13,2024,Justin Boone,WR,DK Metcalf,13
13,2024,Justin Boone,WR,Davante Adams,14
13,2024,Justin Boone,WR,Garrett Wilson,15
13,2024,Justin Boone,WR,Ja'Marr Chase,16
13,2024,Justin Boone,TE,Dallas Goedert,1
13,2024,Justin Boone,TE,Jake Ferguson,2
13,2024,Justin Boone,TE,Sam LaPorta,3
13,2024,Justin Boone,TE,Mark Andrews,4
13,2024,Justin Boone,TE,Cole Kmet,5
13,2024,Justin Boone,TE,Isaiah Likely,6
13,2024,Justin Boone,TE,Travis Kelce,7
13,2024,Justin Boone,TE,Brock Bowers,8
13,2024,Justin Boone,TE,Pat Freiermuth,9
13,2024,Justin Boone,TE,George Kittle,10
13,2024,Justin Boone,TE,Foster Moreau,11
13,2024,Justin Boone,TE,David Njoku,12
13,2024,Justin Boone,DST,NE DST,1
13,2024,Justin Boone,DST,BUF DST,2
13,2024,Justin Boone,DST,PIT DST,3
13,2024,Justin Boone,DST,PHI DST,4
13,2024,Justin Boone,DST,KC DST,5
13,2024,Justin Boone,DST,CLE DST,6
13,2024,Justin Boone,DST,SF DST,7
13,2024,Justin Boone,DST,MIA DST,8
13,2024,Justin Boone,DST,BAL DST,9
13,2024,Justin Boone,DST,DAL DST,10
13,2024,Dave Richard,QB,Jordan Love,1
13,2024,Dave Richard,QB,Kyler Murray,2
13,2024,Dave Richard,QB,Brock Purdy,3
13,2024,Dave Richard,QB,Lamar Jackson,4
13,2024,Dave Richard,QB,Dak Prescott,5
13,2024,Dave Richard,QB,Tua Tagovailoa,6
13,2024,Dave Richard,QB,Joe Burrow,7
13,2024,Dave Richard,QB,Anthony Richardson,8
13,2024,Dave Richard,QB,Trevor Lawrence,9
13,2024,Dave Richard,QB,Justin Herbert,10
13,2024,Dave Richard,QB,Jalen Hurts,11
13,2024,Dave Richard,QB,Josh Allen,12
13,2024,Dave Richard,RB,Travis Etienne,1
13,2024,Dave Richard,RB,James Cook,2
13,2024,Dave Richard,RB,David Montgomery,3
13,2024,Dave Richard,RB,Bijan Robinson,4
13,2024,Dave Richard,RB,Breece Hall,5
13,2024,Dave Richard,RB,Najee Harris,6
13,2024,Dave Richard,RB,Josh Jacobs,7
13,2024,Dave Richard,RB,De'Von Achane,8
13,2024,Dave Richard,RB,Aaron Jones,9
13,2024,Dave Richard,RB,Christian McCaffrey,10
13,2024,Dave Richard,RB,Rhamondre Stevenson,11
13,2024,Dave Richard,RB,Kyren Williams,12
13,2024,Dave Richard,RB,Tony Pollard,13
13,2024,Dave Richard,RB,Jonathan Taylor,14
13,2024,Dave Richard,RB,Derrick Henry,15
13,2024,Dave Richard,RB,Saquon Barkley,16
13,2024,Dave Richard,WR,Puka Nacua,1
13,2024,Dave Richard,WR,Ja'Marr Chase,2
13,2024,Dave Richard,WR,Tyreek Hill,3
13,2024,Dave Richard,WR,Amon-Ra St. Brown,4
13,2024,Dave Richard,WR,CeeDee Lamb,5
13,2024,Dave Richard,WR,Stefon Diggs,6
13,2024,Dave Richard,WR,Justin Jefferson,7
13,2024,Dave Richard,WR,Michael Pittman,8
13,2024,Dave Richard,WR,Chris Olave,9
13,2024,Dave Richard,WR,Tee Higgins,10
13,2024,Dave Richard,WR,DeVonta Smith,11
13,2024,Dave Richard,WR,DK Metcalf,12
13,2024,Dave Richard,WR,Drake London,13
13,2024,Dave Richard,WR,Keenan Allen,14
13,2024,Dave Richard,WR,Davante Adams,15
13,2024,Dave Richard,WR,Garrett Wilson,16
13,2024,Dave Richard,TE,Dallas Goedert,1
13,2024,Dave Richard,TE,Jake Ferguson,2
13,2024,Dave Richard,TE,Isaiah Likely,3
13,2024,Dave Richard,TE,Foster Moreau,4
13,2024,Dave Richard,TE,Pat Freiermuth,5
13,2024,Dave Richard,TE,Mark Andrews,6
13,2024,Dave Richard,TE,Brock Bowers,7
13,2024,Dave Richard,TE,Sam LaPorta,8
13,2024,Dave Richard,TE,Cole Kmet,9
13,2024,Dave Richard,TE,David Njoku,10
13,2024,Dave Richard,TE,George Kittle,11
13,2024,Dave Richard,TE,Travis Kelce,12
13,2024,Dave Richard,DST,MIA DST,1
13,2024,Dave Richard,DST,SF DST,2
13,2024,Dave Richard,DST,BAL DST,3
13,2024,Dave Richard,DST,PHI DST,4
13,2024,Dave Richard,DST,CLE DST,5
13,2024,Dave Richard,DST,BUF DST,6
13,2024,Dave Richard,DST,DAL DST,7
13,2024,Dave Richard,DST,NE DST,8
13,2024,Dave Richard,DST,PIT DST,9
13,2024,Dave Richard,DST,KC DST,10
13,2024,Sal Vetri,QB,Trevor Lawrence,1
13,2024,Sal Vetri,QB,Joe Burrow,2
13,2024,Sal Vetri,QB,Anthony Richardson,3
13,2024,Sal Vetri,QB,Justin Herbert,4
13,2024,Sal Vetri,QB,Josh Allen,5
13,2024,Sal Vetri,QB,Jordan Love,6
13,2024,Sal Vetri,QB,Tua Tagovailoa,7
13,2024,Sal Vetri,QB,Kyler Murray,8
13,2024,Sal Vetri,QB,Jalen Hurts,9
13,2024,Sal Vetri,QB,Brock Purdy,10
13,2024,Sal Vetri,QB,Dak Prescott,11
13,2024,Sal Vetri,QB,Lamar Jackson,12
13,2024,Sal Vetri,RB,Josh Jacobs,1
13,2024,Sal Vetri,RB,Breece Hall,2
13,2024,Sal Vetri,RB,Najee Harris,3
13,2024,Sal Vetri,RB,Travis Etienne,4
13,2024,Sal Vetri,RB,De'Von Achane,5
13,2024,Sal Vetri,RB,Tony Pollard,6
13,2024,Sal Vetri,RB,Christian McCaffrey,7
13,2024,Sal Vetri,RB,Saquon Barkley,8
13,2024,Sal Vetri,RB,Aaron Jones,9
13,2024,Sal Vetri,RB,David Montgomery,10
13,2024,Sal Vetri,RB,James Cook,11
13,2024,Sal Vetri,RB,Derrick Henry,12
13,2024,Sal Vetri,RB,Kyren Williams,13
13,2024,Sal Vetri,RB,Bijan Robinson,14
13,2024,Sal Vetri,RB,Jonathan Taylor,15
13,2024,Sal Vetri,RB,Rhamondre Stevenson,16
13,2024,Sal Vetri,WR,Michael Pittman,1
13,2024,Sal Vetri,WR,Keenan Allen,2
13,2024,Sal Vetri,WR,Amon-Ra St. Brown,3
13,2024,Sal Vetri,WR,Ja'Marr Chase,4
13,2024,Sal Vetri,WR,CeeDee Lamb,5
13,2024,Sal Vetri,WR,Drake London,6
13,2024,Sal Vetri,WR,Chris Olave,7
13,2024,Sal Vetri,WR,Davante Adams,8
13,2024,Sal Vetri,WR,Stefon Diggs,9
13,2024,Sal Vetri,WR,Puka Nacua,10
13,2024,Sal Vetri,WR,Tee Higgins,11
13,2024,Sal Vetri,WR,DeVonta Smith,12
13,2024,Sal Vetri,WR,DK Metcalf,13
13,2024,Sal Vetri,WR,Tyreek Hill,14
13,2024,Sal Vetri,WR,Justin Jefferson,15
13,2024,Sal Vetri,WR,Garrett Wilson,16
13,2024,Sal Vetri,TE,David Njoku,1
13,2024,Sal Vetri,TE,Dallas Goedert,2
13,2024,Sal Vetri,TE,Cole Kmet,3
13,2024,Sal Vetri,TE,Isaiah Likely,4
13,2024,Sal Vetri,TE,Travis Kelce,5
13,2024,Sal Vetri,TE,Pat Freiermuth,6
13,2024,Sal Vetri,TE,Jake Ferguson,7
13,2024,Sal Vetri,TE,Brock Bowers,8
13,2024,Sal Vetri,TE,Mark Andrews,9
13,2024,Sal Vetri,TE,Sam LaPorta,10
13,2024,Sal Vetri,TE,George Kittle,11
13,2024,Sal Vetri,TE,Foster Moreau,12
13,2024,Sal Vetri,DST,NE DST,1
13,2024,Sal Vetri,DST,MIA DST,2
13,2024,Sal Vetri,DST,BAL DST,3
13,2024,Sal Vetri,DST,CLE DST,4
13,2024,Sal Vetri,DST,PHI DST,5
13,2024,Sal Vetri,DST,KC DST,6
13,2024,Sal Vetri,DST,PIT DST,7
13,2024,Sal Vetri,DST,SF DST,8
13,2024,Sal Vetri,DST,BUF DST,9
13,2024,Sal Vetri,DST,DAL DST,10
13,2024,Jake Ciely,QB,Jalen Hurts,1
13,2024,Jake Ciely,QB,Trevor Lawrence,2
13,2024,Jake Ciely,QB,Jordan Love,3
13,2024,Jake Ciely,QB,Dak Prescott,4
13,2024,Jake Ciely,QB,Brock Purdy,5
13,2024,Jake Ciely,QB,Joe Burrow,6
13,2024,Jake Ciely,QB,Justin Herbert,7
13,2024,Jake Ciely,QB,Anthony Richardson,8
13,2024,Jake Ciely,QB,Kyler Murray,9
13,2024,Jake Ciely,QB,Tua Tagovailoa,10
13,2024,Jake Ciely,QB,Josh Allen,11
13,2024,Jake Ciely,QB,Lamar Jackson,12
13,2024,Jake Ciely,RB,De'Von Achane,1
13,2024,Jake Ciely,RB,Derrick Henry,2
13,2024,Jake Ciely,RB,Breece Hall,3
13,2024,Jake Ciely,RB,Saquon Barkley,4
13,2024,Jake Ciely,RB,James Cook,5
13,2024,Jake Ciely,RB,Josh Jacobs,6
13,2024,Jake Ciely,RB,David Montgomery,7
13,2024,Jake Ciely,RB,Christian McCaffrey,8
13,2024,Jake Ciely,RB,Rhamondre Stevenson,9
13,2024,Jake Ciely,RB,Najee Harris,10
13,2024,Jake Ciely,RB,Jonathan Taylor,11
13,2024,Jake Ciely,RB,Kyren Williams,12
13,2024,Jake Ciely,RB,Aaron Jones,13
13,2024,Jake Ciely,RB,Bijan Robinson,14
13,2024,Jake Ciely,RB,Tony Pollard,15
13,2024,Jake Ciely,RB,Travis Etienne,16
13,2024,Jake Ciely,WR,DeVonta Smith,1
13,2024,Jake Ciely,WR,Garrett Wilson,2
13,2024,Jake Ciely,WR,Keenan Allen,3
13,2024,Jake Ciely,WR,Tyreek Hill,4
13,2024,Jake Ciely,WR,CeeDee Lamb,5
13,2024,Jake Ciely,WR,Ja'Marr Chase,6
13,2024,Jake Ciely,WR,Puka Nacua,7
13,2024,Jake Ciely,WR,Tee Higgins,8
13,2024,Jake Ciely,WR,Justin Jefferson,9
13,2024,Jake Ciely,WR,Stefon Diggs,10
13,2024,Jake Ciely,WR,Michael Pittman,11
13,2024,Jake Ciely,WR,Drake London,12
13,2024,Jake Ciely,WR,Chris Olave,13
13,2024,Jake Ciely,WR,Davante Adams,14
13,2024,Jake Ciely,WR,DK Metcalf,15
13,2024,Jake Ciely,WR,Amon-Ra St. Brown,16
13,2024,Jake Ciely,TE,Mark Andrews,1
13,2024,Jake Ciely,TE,Isaiah Likely,2
13,2024,Jake Ciely,TE,Dallas Goedert,3
13,2024,Jake Ciely,TE,Pat Freiermuth,4
13,2024,Jake Ciely,TE,Sam LaPorta,5
13,2024,Jake Ciely,TE,Travis Kelce,6
13,2024,Jake Ciely,TE,Foster Moreau,7
13,2024,Jake Ciely,TE,Brock Bowers,8
13,2024,Jake Ciely,TE,David Njoku,9
13,2024,Jake Ciely,TE,Jake Ferguson,10
13,2024,Jake Ciely,TE,George Kittle,11
13,2024,Jake Ciely,TE,Cole Kmet,12
13,2024,Jake Ciely,DST,KC DST,1
13,2024,Jake Ciely,DST,BAL DST,2
13,2024,Jake Ciely,DST,SF DST,3
13,2024,Jake Ciely,DST,PHI DST,4
13,2024,Jake Ciely,DST,DAL DST,5
13,2024,Jake Ciely,DST,PIT DST,6
13,2024,Jake Ciely,DST,BUF DST,7
13,2024,Jake Ciely,DST,MIA DST,8
13,2024,Jake Ciely,DST,NE DST,9
13,2024,Jake Ciely,DST,CLE DST,10
13,2024,Heath Cummings,QB,Josh Allen,1
13,2024,Heath Cummings,QB,Dak Prescott,2
13,2024,Heath Cummings,QB,Anthony Richardson,3
13,2024,Heath Cummings,QB,Joe Burrow,4
13,2024,Heath Cummings,QB,Jalen Hurts,5
13,2024,Heath Cummings,QB,Brock Purdy,6
13,2024,Heath Cummings,QB,Jordan Love,7
13,2024,Heath Cummings,QB,Trevor Lawrence,8
13,2024,Heath Cummings,QB,Lamar Jackson,9
13,2024,Heath Cummings,QB,Kyler Murray,10
13,2024,Heath Cummings,QB,Tua Tagovailoa,11
13,2024,Heath Cummings,QB,Justin Herbert,12
13,2024,Heath Cummings,RB,Josh Jacobs,1
13,2024,Heath Cummings,RB,James Cook,2
13,2024,Heath Cummings,RB,David Montgomery,3
13,2024,Heath Cummings,RB,De'Von Achane,4
13,2024,Heath Cummings,RB,Travis Etienne,5
13,2024,Heath Cummings,RB,Tony Pollard,6
13,2024,Heath Cummings,RB,Jonathan Taylor,7
13,2024,Heath Cummings,RB,Breece Hall,8
13,2024,Heath Cummings,RB,Aaron Jones,9
13,2024,Heath Cummings,RB,Rhamondre Stevenson,10
13,2024,Heath Cummings,RB,Saquon Barkley,11
13,2024,Heath Cummings,RB,Bijan Robinson,12
13,2024,Heath Cummings,RB,Kyren Williams,13
13,2024,Heath Cummings,RB,Najee Harris,14
13,2024,Heath Cummings,RB,Christian McCaffrey,15
13,2024,Heath Cummings,RB,Derrick Henry,16
13,2024,Heath Cummings,WR,Keenan Allen,1
13,2024,Heath Cummings,WR,Chris Olave,2
13,2024,Heath Cummings,WR,Amon-Ra St. Brown,3
13,2024,Heath Cummings,WR,DeVonta Smith,4
13,2024,Heath Cummings,WR,Justin Jefferson,5
13,2024,Heath Cummings,WR,Ja'Marr Chase,6
13,2024,Heath Cummings,WR,DK Metcalf,7
13,2024,Heath Cummings,WR,Garrett Wilson,8
13,2024,Heath Cummings,WR,Puka Nacua,9
13,2024,Heath Cummings,WR,Michael Pittman,10
13,2024,Heath Cummings,WR,Drake London,11
13,2024,Heath Cummings,WR,Stefon Diggs,12
13,2024,Heath Cummings,WR,Tee Higgins,13
13,2024,Heath Cummings,WR,CeeDee Lamb,14
13,2024,Heath Cummings,WR,Tyreek Hill,15
13,2024,Heath Cummings,WR,Davante Adams,16
13,2024,Heath Cummings,TE,Mark Andrews,1
13,2024,Heath Cummings,TE,Foster Moreau,2
13,2024,Heath Cummings,TE,Travis Kelce,3
13,2024,Heath Cummings,TE,Dallas Goedert,4
13,2024,Heath Cummings,TE,Isaiah Likely,5
13,2024,Heath Cummings,TE,George Kittle,6
13,2024,Heath Cummings,TE,Brock Bowers,7
13,2024,Heath Cummings,TE,Cole Kmet,8
13,2024,Heath Cummings,TE,Sam LaPorta,9
13,2024,Heath Cummings,TE,Pat Freiermuth,10
13,2024,Heath Cummings,TE,Jake Ferguson,11
13,2024,Heath Cummings,TE,David Njoku,12
13,2024,Heath Cummings,DST,DAL DST,1
13,2024,Heath Cummings,DST,PIT DST,2
13,2024,Heath Cummings,DST,CLE DST,3
13,2024,Heath Cummings,DST,BAL DST,4
13,2024,Heath Cummings,DST,KC DST,5
13,2024,Heath Cummings,DST,MIA DST,6
13,2024,Heath Cummings,DST,SF DST,7
13,2024,Heath Cummings,DST,PHI DST,8
13,2024,Heath Cummings,DST,BUF DST,9
13,2024,Heath Cummings,DST,NE DST,10
13,2024,Scott Pianowski,QB,Jordan Love,1
13,2024,Scott Pianowski,QB,Joe Burrow,2
13,2024,Scott Pianowski,QB,Jalen Hurts,3
13,2024,Scott Pianowski,QB,Trevor Lawrence,4
13,2024,Scott Pianowski,QB,Dak Prescott,5
13,2024,Scott Pianowski,QB,Kyler Murray,6
13,2024,Scott Pianowski,QB,Brock Purdy,7
13,2024,Scott Pianowski,QB,Josh Allen,8
13,2024,Scott Pianowski,QB,Tua Tagovailoa,9
13,2024,Scott Pianowski,QB,Anthony Richardson,10
13,2024,Scott Pianowski,QB,Justin Herbert,11
13,2024,Scott Pianowski,QB,Lamar Jackson,12
13,2024,Scott Pianowski,RB,De'Von Achane,1
13,2024,Scott Pianowski,RB,Bijan Robinson,2
13,2024,Scott Pianowski,RB,Derrick Henry,3
13,2024,Scott Pianowski,RB,Najee Harris,4
13,2024,Scott Pianowski,RB,Christian McCaffrey,5
13,2024,Scott Pianowski,RB,James Cook,6
13,2024,Scott Pianowski,RB,Tony Pollard,7
13,2024,Scott Pianowski,RB,Josh Jacobs,8
13,2024,Scott Pianowski,RB,Breece Hall,9
13,2024,Scott Pianowski,RB,Kyren Williams,10
13,2024,Scott Pianowski,RB,Travis Etienne,11
13,2024,Scott Pianowski,RB,Saquon Barkley,12
13,2024,Scott Pianowski,RB,Aaron Jones,13
